specI_cluster	ref-mOTU_v2_ID	kingdom	phylum	class	order	family	genus	mOTU
specI_v3_04419	ref_mOTU_v25_04419	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	938155 Lactobacillus futsaii
specI_v3_11266	ref_mOTU_v25_11266	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	82115 Rhizobiaceae	379 Rhizobium	464029 Rhizobium oryzae
specI_v3_11337	ref_mOTU_v25_11337	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	32003 Nitrosomonadales	32011 Methylophilaceae	16 Methylophilus	492660 Methylophilus rhizosphaerae
specI_v3_00751	ref_mOTU_v25_00751	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85008 Micromonosporales	28056 Micromonosporaceae	1873 Micromonospora	219305 Micromonospora sp. ATCC 39149
specI_v3_10959	ref_mOTU_v25_10959	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85023 Microbacteriaceae	33886 Rathayibacter	33888 Rathayibacter tritici
specI_v3_05306	ref_mOTU_v25_05306	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85023 Microbacteriaceae	2034 Curtobacterium	1898743 Curtobacterium sp. MMLR14_010
specI_v3_06518	ref_mOTU_v25_06518	2 Bacteria	976 Bacteroidetes	117747 Sphingobacteriia	200666 Sphingobacteriales	84566 Sphingobacteriaceae	28453 Sphingobacterium	1010 Sphingobacterium mizutaii
specI_v3_10786	ref_mOTU_v25_10786	2157 Archaea	28890 Euryarchaeota	183963 Halobacteria	2235 Halobacteriales	1963268 Haloarculaceae	63743 Natronomonas	416273 Natronomonas moolapensis
specI_v3_06766	ref_mOTU_v25_06766	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	363872 Bacillus panaciterrae
specI_v3_10957	ref_mOTU_v25_10957	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	74030 Roseovarius	337701 Roseovarius pacificus
specI_v3_03868	ref_mOTU_v25_03868	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	32033 Xanthomonadaceae	83618 Pseudoxanthomonas	1736574 Pseudoxanthomonas sp. Root630
specI_v3_11561	ref_mOTU_v25_11561	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	245186 Loktanella	579483 Loktanella sp. S4079
specI_v3_06426	ref_mOTU_v25_06426	2 Bacteria	544448 Tenericutes	31969 Mollicutes	186329 Acholeplasmatales	2146 Acholeplasmataceae	33926 Candidatus Phytoplasma	69896 Candidatus Phytoplasma solani
specI_v3_03545	ref_mOTU_v25_03545	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	335929 Erythrobacteraceae	1111 Porphyrobacter	267135 Porphyrobacter donghaensis
specI_v3_02628	ref_mOTU_v25_02628	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903414 Morganellaceae	586 Providencia	587 Providencia rettgeri
specI_v3_11831	ref_mOTU_v25_11831	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1762 Mycobacteriaceae	1866885 Mycolicibacterium	1800 Mycolicibacterium chubuense
specI_v3_09342	ref_mOTU_v25_09342	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	1761888 Prevotella sp. tc2-28
specI_v3_11323	ref_mOTU_v25_11323	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1762 Mycobacteriaceae	1763 Mycobacterium	486698 Mycobacterium riyadhense
specI_v3_06484	ref_mOTU_v25_06484	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	165696 Novosphingobium	378548 Novosphingobium nitrogenifigens
specI_v3_01672	ref_mOTU_v25_01672	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	1663 Arthrobacter	1736395 Arthrobacter sp. Soil736
specI_v3_01778	ref_mOTU_v25_01778	2 Bacteria	1239 Firmicutes	186801 Clostridia	68295 Thermoanaerobacterales	186814 Thermoanaerobacteraceae	140458 Thermacetogenium	85874 Thermacetogenium phaeum
specI_v3_03539	ref_mOTU_v25_03539	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	82115 Rhizobiaceae	379 Rhizobium	1841654 Rhizobium sp. AC44/96
specI_v3_07911	ref_mOTU_v25_07911	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	1663 Arthrobacter	1312954 Arthrobacter sp. Br18
specI_v3_03940	ref_mOTU_v25_03940	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204458 Caulobacterales	76892 Caulobacteraceae	75 Caulobacter	1298862 Caulobacter sp. URHA0033
specI_v3_09703	ref_mOTU_v25_09703	2 Bacteria	1752731 Candidatus Magasanikbacteria	NA Candidatus Magasanikbacteria class incertae sedis	NA Candidatus Magasanikbacteria order incertae sedis	NA Candidatus Magasanikbacteria fam. incertae sedis	NA Candidatus Magasanikbacteria gen. incertae sedis	1798683 Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_51_14
specI_v3_10244	ref_mOTU_v25_10244	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	2037 Actinomycetales	2049 Actinomycetaceae	28263 Arcanobacterium	1871014 Arcanobacterium urinimassiliense
specI_v3_12009	ref_mOTU_v25_12009	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	36853 Desulfitobacterium	233055 Desulfitobacterium dichloroeliminans
specI_v3_00350	ref_mOTU_v25_00350	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85020 Dermabacteraceae	36739 Dermabacter	1630135 Dermabacter vaginalis
specI_v3_09609	ref_mOTU_v25_09609	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1266 Sarcina	1798184 Sarcina sp. DSM 11001
specI_v3_11178	ref_mOTU_v25_11178	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72293 Helicobacteraceae	209 Helicobacter	425400 Helicobacter japonicus
specI_v3_02868	ref_mOTU_v25_02868	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85009 Propionibacteriales	85015 Nocardioidaceae	117156 Actinopolymorpha	117157 Actinopolymorpha singaporensis
specI_v3_08489	ref_mOTU_v25_08489	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	1520825 Lachnospiraceae bacterium XPB1003
specI_v3_00445	ref_mOTU_v25_00445	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	506 Alcaligenaceae	203697 Derxia	203699 Derxia gummosa
specI_v3_08320	ref_mOTU_v25_08320	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	186828 Carnobacteriaceae	2747 Carnobacterium	2749 Carnobacterium gallinarum
specI_v3_04179	ref_mOTU_v25_04179	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1762 Mycobacteriaceae	1763 Mycobacterium	33895 Mycobacterium interjectum
specI_v3_08707	ref_mOTU_v25_08707	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	1617427 candidate division WS6 bacterium OLB21
specI_v3_10775	ref_mOTU_v25_10775	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	81852 Enterococcaceae	337670 Pilibacter	263852 Pilibacter termitis
specI_v3_11123	ref_mOTU_v25_11123	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1653 Corynebacteriaceae	1716 Corynebacterium	401472 Corynebacterium ureicelerivorans
specI_v3_02144	ref_mOTU_v25_02144	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85004 Bifidobacteriales	31953 Bifidobacteriaceae	1678 Bifidobacterium	1280675 Bifidobacterium sp. AGR2158
specI_v3_10267	ref_mOTU_v25_10267	2157 Archaea	28890 Euryarchaeota	NA Euryarchaeota class incertae sedis	1803511 Candidatus Altiarchaeales	NA Candidatus Altiarchaeales fam. incertae sedis	NA Candidatus Altiarchaeales gen. incertae sedis	1878999 Candidatus Altiarchaeales archaeon IMC4
specI_v3_09500	ref_mOTU_v25_09500	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	NA Betaproteobacteria order incertae sedis	NA Betaproteobacteria fam. incertae sedis	NA Betaproteobacteria gen. incertae sedis	1797492 Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_67_26
specI_v3_07025	ref_mOTU_v25_07025	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	267894 Psychromonadaceae	67572 Psychromonas	168275 Psychromonas arctica
specI_v3_05352	ref_mOTU_v25_05352	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	NA Burkholderiales fam. incertae sedis	316612 Methylibium	105560 Methylibium petroleiphilum
specI_v3_10182	ref_mOTU_v25_10182	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	329857 Cohnella	1855288 Cohnella sp. OV330
specI_v3_00930	ref_mOTU_v25_00930	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	1590 Lactobacillus plantarum
specI_v3_01508	ref_mOTU_v25_01508	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	82115 Rhizobiaceae	28105 Sinorhizobium	194963 Sinorhizobium americanum
specI_v3_09747	ref_mOTU_v25_09747	2 Bacteria	1752729 Candidatus Nomurabacteria	NA Candidatus Nomurabacteria class incertae sedis	NA Candidatus Nomurabacteria order incertae sedis	NA Candidatus Nomurabacteria fam. incertae sedis	NA Candidatus Nomurabacteria gen. incertae sedis	1801780 Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_42_17
specI_v3_10682	ref_mOTU_v25_10682	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85010 Pseudonocardiales	2070 Pseudonocardiaceae	1847 Pseudonocardia	2074 Pseudonocardia autotrophica
specI_v3_06938	ref_mOTU_v25_06938	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	667112 Lutispora	288966 Lutispora thermophila
specI_v3_09172	ref_mOTU_v25_09172	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	32033 Xanthomonadaceae	338 Xanthomonas	1720302 Xanthomonas massiliensis
specI_v3_07069	ref_mOTU_v25_07069	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	89373 Cytophagaceae	107 Spirosoma	431554 Spirosoma spitsbergense
specI_v3_10197	ref_mOTU_v25_10197	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	1855383 bacterium A52C2
specI_v3_03204	ref_mOTU_v25_03204	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	1805634 Acinetobacter sp. SFB
specI_v3_04005	ref_mOTU_v25_04005	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	NA Streptomycetaceae gen. incertae sedis	1380770 Streptomycetaceae bacterium MP113-05
specI_v3_12163	ref_mOTU_v25_12163	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	54526 Pelagibacterales	1655514 Pelagibacteraceae	NA Pelagibacteraceae gen. incertae sedis	939324 alpha proteobacterium SCGC AAA288-G21
specI_v3_11425	ref_mOTU_v25_11425	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85010 Pseudonocardiales	2070 Pseudonocardiaceae	142577 Prauserella	530584 Prauserella marina
specI_v3_04270	ref_mOTU_v25_04270	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	331971 Thalassobacillus	279813 Thalassobacillus devorans
specI_v3_05117	ref_mOTU_v25_05117	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1161 Nostocales	1162 Nostocaceae	264688 Trichormus	1853259 Trichormus sp. NMC-1
specI_v3_10107	ref_mOTU_v25_10107	2157 Archaea	28890 Euryarchaeota	224756 Methanomicrobia	94695 Methanosarcinales	NA Methanosarcinales fam. incertae sedis	1912923 Candidatus Syntrophoarchaeum	1838285 Candidatus Syntrophoarchaeum caldarius
specI_v3_07017	ref_mOTU_v25_07017	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85023 Microbacteriaceae	255204 Pseudoclavibacter	452623 Pseudoclavibacter soli
specI_v3_00923	ref_mOTU_v25_00923	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	1903409 Erwiniaceae	551 Erwinia	552 Erwinia amylovora
specI_v3_07939	ref_mOTU_v25_07939	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	543314 Clostridiales Family XIII. Incertae Sedis	NA Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	35517 [Eubacterium] brachy
specI_v3_11379	ref_mOTU_v25_11379	2 Bacteria	1090 Chlorobi	191410 Chlorobia	191411 Chlorobiales	191412 Chlorobiaceae	256319 Chlorobaculum	274539 Chlorobaculum parvum
specI_v3_10141	ref_mOTU_v25_10141	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	111500 Muricauda	1848189 Muricauda sp. CP2A
specI_v3_07253	ref_mOTU_v25_07253	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1150 Oscillatoriales	1892252 Microcoleaceae	44471 Microcoleus	1173027 Microcoleus sp. PCC 7113
specI_v3_00534	ref_mOTU_v25_00534	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	506 Alcaligenaceae	305976 Pusillimonas	305977 Pusillimonas noertemannii
specI_v3_08350	ref_mOTU_v25_08350	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	830 Butyrivibrio	1458463 Butyrivibrio sp. AE2032
specI_v3_08920	ref_mOTU_v25_08920	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	NA Burkholderiales fam. incertae sedis	28067 Rubrivivax	1660139 Rubrivivax sp. SCN 70-15
specI_v3_10713	ref_mOTU_v25_10713	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	237444 Ulvibacter	227084 Ulvibacter litoralis
specI_v3_02221	ref_mOTU_v25_02221	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213115 Desulfovibrionales	194924 Desulfovibrionaceae	872 Desulfovibrio	58180 Desulfovibrio alaskensis
specI_v3_10208	ref_mOTU_v25_10208	2 Bacteria	1224 Proteobacteria	1553900 Oligoflexia	2024979 Bacteriovoracales	263369 Bacteriovoracaceae	146784 Bacteriovorax	1860085 Bacteriovorax sp. MedPE-SWde
specI_v3_03751	ref_mOTU_v25_03751	2 Bacteria	976 Bacteroidetes	1853228 Chitinophagia	1853229 Chitinophagales	563835 Chitinophagaceae	504481 Sediminibacterium	426421 Sediminibacterium salmoneum
specI_v3_03927	ref_mOTU_v25_03927	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	28256 Halomonadaceae	235572 Candidatus Portiera	91844 Candidatus Portiera aleyrodidarum
specI_v3_09740	ref_mOTU_v25_09740	2 Bacteria	1752729 Candidatus Nomurabacteria	NA Candidatus Nomurabacteria class incertae sedis	NA Candidatus Nomurabacteria order incertae sedis	NA Candidatus Nomurabacteria fam. incertae sedis	NA Candidatus Nomurabacteria gen. incertae sedis	1801752 Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_38_15
specI_v3_01163	ref_mOTU_v25_01163	2 Bacteria	1117 Cyanobacteria	NA Cyanobacteria class incertae sedis	1161 Nostocales	1162 Nostocaceae	1177 Nostoc	103690 Nostoc sp. PCC 7120
specI_v3_11296	ref_mOTU_v25_11296	2 Bacteria	976 Bacteroidetes	117747 Sphingobacteriia	200666 Sphingobacteriales	84566 Sphingobacteriaceae	84567 Pedobacter	475255 Pedobacter nyackensis
specI_v3_01222	ref_mOTU_v25_01222	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	41294 Bradyrhizobiaceae	374 Bradyrhizobium	190148 Bradyrhizobium paxllaeri
specI_v3_08882	ref_mOTU_v25_08882	2157 Archaea	651137 Thaumarchaeota	NA Thaumarchaeota class incertae sedis	31932 Nitrosopumilales	338190 Nitrosopumilaceae	338191 Nitrosopumilus	1655561 Nitrosopumilus sp. BACL13 MAG-121220-bin23
specI_v3_09541	ref_mOTU_v25_09541	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	1797680 Clostridiales bacterium GWD2_32_59
specI_v3_08291	ref_mOTU_v25_08291	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	1853232 Hymenobacteraceae	323449 Pontibacter	1436961 Pontibacter chinhatensis
specI_v3_11706	ref_mOTU_v25_11706	2 Bacteria	1239 Firmicutes	186801 Clostridia	53433 Halanaerobiales	972 Halanaerobiaceae	2330 Halanaerobium	656519 Halanaerobium hydrogeniformans
specI_v3_10185	ref_mOTU_v25_10185	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	216572 Oscillospiraceae	459786 Oscillibacter	1855299 Oscillibacter sp. PC13
specI_v3_11524	ref_mOTU_v25_11524	2157 Archaea	28889 Crenarchaeota	183924 Thermoprotei	2266 Thermoproteales	2267 Thermoproteaceae	164450 Vulcanisaeta	164451 Vulcanisaeta distributa
specI_v3_04741	ref_mOTU_v25_04741	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	135621 Pseudomonadaceae	286 Pseudomonas	1943632 Pseudomonas sp. Bc-h
specI_v3_07746	ref_mOTU_v25_07746	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	1263032 Firmicutes bacterium CAG:822
specI_v3_07445	ref_mOTU_v25_07445	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	1853232 Hymenobacteraceae	1968878 Siccationidurans	1227077 Siccationidurans arizonensis
specI_v3_08335	ref_mOTU_v25_08335	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	389486 Sediminicola	1453352 Sediminicola sp. YIK13
specI_v3_06866	ref_mOTU_v25_06866	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	89373 Cytophagaceae	120831 Dyadobacter	292407 Dyadobacter crusticola
specI_v3_03454	ref_mOTU_v25_03454	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	1775411 Rhodanobacteraceae	231454 Dyella	363848 Dyella ginsengisoli
specI_v3_09077	ref_mOTU_v25_09077	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	1689250 Gorillibacterium	1689269 Gorillibacterium timonense
specI_v3_06460	ref_mOTU_v25_06460	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	335929 Erythrobacteraceae	1041 Erythrobacter	874156 Erythrobacter marinus
specI_v3_03889	ref_mOTU_v25_03889	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85023 Microbacteriaceae	2034 Curtobacterium	69373 Curtobacterium pusillum
specI_v3_05402	ref_mOTU_v25_05402	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	2005525 Tannerellaceae	375288 Parabacteroides	1750560 Parabacteroides sp. SN4
specI_v3_00337	ref_mOTU_v25_00337	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	90964 Staphylococcaceae	1279 Staphylococcus	1288 Staphylococcus xylosus
specI_v3_03831	ref_mOTU_v25_03831	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85010 Pseudonocardiales	2070 Pseudonocardiaceae	166974 Lechevalieria	402600 Lechevalieria xinjiangensis
specI_v3_07194	ref_mOTU_v25_07194	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	1434045 Sinomicrobium	1150368 Sinomicrobium oceani
specI_v3_07754	ref_mOTU_v25_07754	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85004 Bifidobacteriales	NA Bifidobacteriales fam. incertae sedis	1265508 Candidatus Ancillula	1265509 Candidatus Ancillula trichonymphae
specI_v3_08043	ref_mOTU_v25_08043	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	1853232 Hymenobacteraceae	89966 Hymenobacter	1356852 Hymenobacter sp. APR13
specI_v3_09499	ref_mOTU_v25_09499	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	NA Betaproteobacteria order incertae sedis	NA Betaproteobacteria fam. incertae sedis	NA Betaproteobacteria gen. incertae sedis	1797490 Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_66_14
specI_v3_01706	ref_mOTU_v25_01706	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	13687 Sphingomonas	330920 Sphingomonas azotifigens
specI_v3_12084	ref_mOTU_v25_12084	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213118 Desulfobacterales	213121 Desulfobulbaceae	40413 Desulforhopalus	91360 Desulforhopalus singaporensis
specI_v3_08616	ref_mOTU_v25_08616	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85009 Propionibacteriales	31957 Propionibacteriaceae	1911549 Raineyella	1577474 Raineyella antarctica
specI_v3_12051	ref_mOTU_v25_12051	2 Bacteria	1239 Firmicutes	909932 Negativicutes	909929 Selenomonadales	1843491 Selenomonadaceae	82202 Centipeda	82203 Centipeda periodontii
specI_v3_07431	ref_mOTU_v25_07431	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	165695 Sphingobium	120107 Sphingobium cloacae
specI_v3_09416	ref_mOTU_v25_09416	2 Bacteria	62680 Candidatus Marinimicrobia	NA Candidatus Marinimicrobia class incertae sedis	NA Candidatus Marinimicrobia order incertae sedis	NA Candidatus Marinimicrobia fam. incertae sedis	NA Candidatus Marinimicrobia gen. incertae sedis	1781247 Marinimicrobia bacterium TCS56
specI_v3_05406	ref_mOTU_v25_05406	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	135621 Pseudomonadaceae	286 Pseudomonas	592361 Pseudomonas peli
