study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB32631	ERP115334	SAMEA5617541	ERS3421630	ERX3428460	ERR3404808	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404808/ERR3404808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404808/ERR3404808_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404808/20727_3#4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404808/20727_3#4.bam.bai		
PRJEB32631	ERP115334	SAMEA5617542	ERS3421631	ERX3428461	ERR3404809	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3404809/ERR3404809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3404809/ERR3404809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404809/20727_3#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404809/20727_3#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5617547	ERS3421636	ERX3428464	ERR3404812	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404812/ERR3404812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404812/ERR3404812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404812/20727_3#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404812/20727_3#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5617548	ERS3421637	ERX3428465	ERR3404813	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404813/ERR3404813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404813/ERR3404813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404813/20727_3#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404813/20727_3#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5616671	ERS3420853	ERX3428467	ERR3404815	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404815/ERR3404815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404815/ERR3404815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404815/20727_3#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404815/20727_3#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5617549	ERS3421638	ERX3428468	ERR3404816	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3404816/ERR3404816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3404816/ERR3404816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404816/20727_3#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404816/20727_3#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5617550	ERS3421639	ERX3428469	ERR3404817	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404817/ERR3404817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404817/ERR3404817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404817/20727_3#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404817/20727_3#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5617552	ERS3421641	ERX3428471	ERR3404819	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3404819/ERR3404819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3404819/ERR3404819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404819/20727_3#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404819/20727_3#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5617553	ERS3421642	ERX3428472	ERR3404820	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404820/ERR3404820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404820/ERR3404820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404820/20727_3#16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404820/20727_3#16.bam.bai		
PRJEB32631	ERP115334	SAMEA5617555	ERS3421644	ERX3428474	ERR3404822	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404822/ERR3404822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404822/ERR3404822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404822/20727_3#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404822/20727_3#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5617560	ERS3421649	ERX3428479	ERR3404827	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404827/ERR3404827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404827/ERR3404827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404827/20727_3#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404827/20727_3#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5617564	ERS3421653	ERX3428483	ERR3404831	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404831/ERR3404831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404831/ERR3404831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404831/20727_4#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404831/20727_4#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5617572	ERS3421661	ERX3428488	ERR3404836	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3404836/ERR3404836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3404836/ERR3404836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404836/20727_4#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404836/20727_4#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5617577	ERS3421666	ERX3428492	ERR3404840	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404840/ERR3404840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404840/ERR3404840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404840/20727_4#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404840/20727_4#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5617582	ERS3421671	ERX3428497	ERR3404845	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404845/ERR3404845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404845/ERR3404845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404845/20727_4#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404845/20727_4#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5617585	ERS3421674	ERX3428500	ERR3404848	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404848/ERR3404848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404848/ERR3404848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404848/20727_4#20.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404848/20727_4#20.bam.bai		
PRJEB32631	ERP115334	SAMEA5616673	ERS3420855	ERX3428503	ERR3404851	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404851/ERR3404851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404851/ERR3404851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404851/20727_4#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404851/20727_4#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5617594	ERS3421683	ERX3428505	ERR3404853	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404853/ERR3404853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404853/ERR3404853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404853/20727_5#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404853/20727_5#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5616677	ERS3420859	ERX3428507	ERR3404855	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404855/ERR3404855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404855/ERR3404855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404855/20727_5#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404855/20727_5#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5617606	ERS3421695	ERX3428509	ERR3404857	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404857/ERR3404857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404857/ERR3404857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404857/20727_5#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404857/20727_5#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5617614	ERS3421703	ERX3428513	ERR3404861	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404861/ERR3404861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404861/ERR3404861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404861/20727_5#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404861/20727_5#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5617615	ERS3421704	ERX3428515	ERR3404863	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404863/ERR3404863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404863/ERR3404863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404863/20727_5#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404863/20727_5#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5617617	ERS3421706	ERX3428517	ERR3404865	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404865/ERR3404865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404865/ERR3404865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404865/20727_5#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404865/20727_5#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5616674	ERS3420856	ERX3428521	ERR3404869	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3404869/ERR3404869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3404869/ERR3404869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404869/20727_5#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404869/20727_5#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5616675	ERS3420857	ERX3428522	ERR3404870	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404870/ERR3404870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404870/ERR3404870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404870/20727_5#18.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404870/20727_5#18.bam.bai		
PRJEB32631	ERP115334	SAMEA5617602	ERS3421691	ERX3428532	ERR3404880	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404880/ERR3404880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404880/ERR3404880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404880/20727_6#4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404880/20727_6#4.bam.bai		
PRJEB32631	ERP115334	SAMEA5617604	ERS3421693	ERX3428534	ERR3404882	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404882/ERR3404882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404882/ERR3404882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404882/20727_6#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404882/20727_6#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5617605	ERS3421694	ERX3428535	ERR3404883	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404883/ERR3404883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404883/ERR3404883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404883/20727_6#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404883/20727_6#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5617626	ERS3421715	ERX3428540	ERR3404888	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404888/ERR3404888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404888/ERR3404888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404888/20727_6#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404888/20727_6#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5617632	ERS3421721	ERX3428544	ERR3404892	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404892/ERR3404892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404892/ERR3404892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404892/20727_6#16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404892/20727_6#16.bam.bai		
PRJEB32631	ERP115334	SAMEA5617633	ERS3421722	ERX3428545	ERR3404893	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404893/ERR3404893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404893/ERR3404893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404893/20727_6#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404893/20727_6#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5616684	ERS3420866	ERX3428547	ERR3404895	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404895/ERR3404895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404895/ERR3404895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404895/20727_6#19.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404895/20727_6#19.bam.bai		
PRJEB32631	ERP115334	SAMEA5617544	ERS3421633	ERX3428549	ERR3404897	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404897/ERR3404897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404897/ERR3404897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404897/20727_6#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404897/20727_6#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5617574	ERS3421663	ERX3428553	ERR3404901	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404901/ERR3404901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404901/ERR3404901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404901/20727_7#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404901/20727_7#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5617575	ERS3421664	ERX3428554	ERR3404902	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404902/ERR3404902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404902/ERR3404902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404902/20727_7#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404902/20727_7#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5617587	ERS3421676	ERX3428555	ERR3404903	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404903/ERR3404903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3404903/ERR3404903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404903/20727_7#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404903/20727_7#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5617592	ERS3421681	ERX3428558	ERR3404906	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3404906/ERR3404906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3404906/ERR3404906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404906/20727_7#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404906/20727_7#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5616682	ERS3420864	ERX3428560	ERR3404908	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404908/ERR3404908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404908/ERR3404908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404908/20727_7#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404908/20727_7#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5617634	ERS3421723	ERX3428562	ERR3404910	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404910/ERR3404910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404910/ERR3404910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404910/20727_7#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404910/20727_7#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5616687	ERS3420869	ERX3428566	ERR3404914	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3404914/ERR3404914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3404914/ERR3404914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404914/20727_7#14.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404914/20727_7#14.bam.bai		
PRJEB32631	ERP115334	SAMEA5616689	ERS3420871	ERX3428567	ERR3404915	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404915/ERR3404915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404915/ERR3404915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404915/20727_7#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404915/20727_7#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5617650	ERS3421739	ERX3428579	ERR3404927	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404927/ERR3404927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3404927/ERR3404927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404927/21127_3#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404927/21127_3#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5617651	ERS3421740	ERX3428580	ERR3404928	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404928/ERR3404928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404928/ERR3404928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404928/21127_3#4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404928/21127_3#4.bam.bai		
PRJEB32631	ERP115334	SAMEA5617664	ERS3421753	ERX3428593	ERR3404941	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404941/ERR3404941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404941/ERR3404941_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404941/21127_3#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404941/21127_3#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5617656	ERS3421745	ERX3428596	ERR3404944	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3404944/ERR3404944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3404944/ERR3404944_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404944/21127_3#20.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404944/21127_3#20.bam.bai		
PRJEB32631	ERP115334	SAMEA5617646	ERS3421735	ERX3428597	ERR3404945	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404945/ERR3404945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404945/ERR3404945_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404945/21127_3#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404945/21127_3#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5617625	ERS3421714	ERX3428600	ERR3404948	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404948/ERR3404948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3404948/ERR3404948_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404948/21127_3#24.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404948/21127_3#24.bam.bai		
PRJEB32631	ERP115334	SAMEA5617677	ERS3421766	ERX3428603	ERR3404951	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404951/ERR3404951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3404951/ERR3404951_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404951/21127_4#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404951/21127_4#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5616698	ERS3420880	ERX3428604	ERR3404952	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404952/ERR3404952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404952/ERR3404952_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404952/21127_4#4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404952/21127_4#4.bam.bai		
PRJEB32631	ERP115334	SAMEA5617684	ERS3421773	ERX3428612	ERR3404960	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404960/ERR3404960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404960/ERR3404960_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404960/21127_4#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404960/21127_4#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5617687	ERS3421776	ERX3428617	ERR3404965	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404965/ERR3404965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3404965/ERR3404965_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404965/21127_4#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404965/21127_4#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5616707	ERS3420889	ERX3428622	ERR3404970	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404970/ERR3404970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3404970/ERR3404970_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404970/21127_4#22.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404970/21127_4#22.bam.bai		
PRJEB32631	ERP115334	SAMEA5616721	ERS3420903	ERX3428634	ERR3404982	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404982/ERR3404982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3404982/ERR3404982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404982/21127_5#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3404982/21127_5#11.bam.bai		
