"","asv","homd"
"619","ASV619","Kingella oralis"
"620","ASV620","Fusobacterium periodonticum"
"621","ASV621","Lactobacillus oris"
"622","ASV622","Haemophilus sp. HMT 036"
"623","ASV623","Prevotella histicola"
"624","ASV624","Treponema sp. HMT 262"
"625","ASV625","Prevotella veroralis"
"626","ASV626","Leptotrichia buccalis"
"627","ASV627","Absconditabacteria (SR1) [G-1] bacterium HMT 875"
"628","ASV628","Leptotrichia buccalis"
"629","ASV629","Leptotrichia hongkongensis"
"630","ASV630","Capnocytophaga sp. HMT 324"
"631","ASV631","Prevotella sp. HMT 306"
"632","ASV632","Haemophilus parainfluenzae"
"633","ASV633","Prevotella veroralis"
"634","ASV634","Haemophilus parainfluenzae"
"635","ASV635","Cardiobacterium valvarum"
"636","ASV636","Gemella sanguinis"
"637","ASV637","Neisseria cinerea"
"638","ASV638","Leptotrichia buccalis"
"639","ASV639","Selenomonas sp. HMT 138"
"640","ASV640","Actinomyces naeslundii"
"641","ASV641","Saccharibacteria (TM7) [G-1] bacterium HMT 347"
"642","ASV642","Aggregatibacter sp. HMT 512"
"643","ASV643","Alloprevotella tannerae"
"644","ASV644","Alloprevotella tannerae"
"645","ASV645","Capnocytophaga ochracea"
"646","ASV646","Leptotrichia sp. HMT 225"
"647","ASV647","Rothia dentocariosa"
"648","ASV648","Corynebacterium macginleyi"
"649","ASV649","Leptotrichia sp. HMT 212"
"650","ASV650","Leptotrichia hongkongensis"
"651","ASV651","Ottowia sp. HMT 894"
"652","ASV652","Haemophilus sp. HMT 036"
"653","ASV653","Kingella oralis"
"654","ASV654","Peptostreptococcaceae [XI][G-3] bacterium HMT 495"
"655","ASV655","Ottowia sp. HMT 894"
"656","ASV656","Ralstonia sp. HMT 406"
"657","ASV657","Anaeroglobus geminatus"
"658","ASV658","Fusobacterium nucleatum subsp. nucleatum"
"659","ASV659","Centipeda periodontii"
"660","ASV660","Fusobacterium nucleatum subsp. vincentii"
"661","ASV661","Oribacterium asaccharolyticum"
"662","ASV662","Prevotella dentalis"
"663","ASV663","Neisseria flava"
"664","ASV664","Staphylococcus caprae"
"665","ASV665","Rothia dentocariosa"
"666","ASV666","Bacteroidetes [G-3] bacterium HMT 365"
"667","ASV667","Schaalia lingnae [Not Validly Published]"
"668","ASV668","Prevotella sp. HMT 306"
"669","ASV669","Prevotella scopos"
"670","ASV670","Leptotrichia sp. HMT 417"
"671","ASV671","Fusobacterium nucleatum subsp. animalis"
"672","ASV672","Porphyromonas catoniae"
"673","ASV673","Gracilibacteria (GN02) [G-2] bacterium HMT 873"
"674","ASV674","Listeria monocytogenes"
"675","ASV675","Prevotella denticola"
"676","ASV676","Capnocytophaga ochracea"
"677","ASV677","Leptotrichia sp. HMT 215"
"678","ASV678","Streptococcus salivarius"
"679","ASV679","Leptotrichia sp. HMT 417"
"680","ASV680","Alloscardovia omnicolens"
"681","ASV681","Neisseria flava"
"682","ASV682","Veillonella parvula"
"683","ASV683","Prevotella oulorum"
"684","ASV684","Ottowia sp. HMT 894"
"685","ASV685","Prevotella melaninogenica"
"686","ASV686","Gemella sanguinis"
"687","ASV687","Leptotrichia sp. HMT 212"
"688","ASV688","Treponema sp. HMT 251"
"689","ASV689","Alloprevotella sp. HMT 308"
"690","ASV690","Porphyromonas sp. HMT 278"
"691","ASV691","Capnocytophaga sp. HMT 335"
"692","ASV692","Simonsiella muelleri"
"693","ASV693","Actinomyces sp. HMT 175"
"694","ASV694","Prevotella nanceiensis"
"695","ASV695","Haemophilus sp. HMT 036"
"696","ASV696","Kingella sp. HMT 459"
"697","ASV697","Tannerella sp. HMT 808"
"698","ASV698","Prevotella scopos"
"699","ASV699","Neisseria flava"
"700","ASV700","Leptotrichia sp. HMT 219"
"701","ASV701","Cardiobacterium valvarum"
"702","ASV702","Prevotella salivae"
"703","ASV703","Veillonella dispar"
"704","ASV704","Prevotella oris"
"705","ASV705","Leptotrichia sp. HMT 218"
"706","ASV706","Corynebacterium minutissimum"
"707","ASV707","Kingella oralis"
"708","ASV708","Haemophilus paraphrohaemolyticus"
"709","ASV709","Leptotrichia sp. HMT 215"
"710","ASV710","Veillonella dispar"
"711","ASV711","Corynebacterium matruchotii"
"712","ASV712","Alloprevotella sp. HMT 473"
"713","ASV713","Cardiobacterium valvarum"
"714","ASV714","Neisseria sp. HMT 499"
"715","ASV715","Bifidobacterium scardovii"
"716","ASV716","Prevotella sp. HMT 292"
"717","ASV717","Prevotella pleuritidis"
"718","ASV718","Streptococcus sanguinis"
"719","ASV719","Prevotella pallens"
"720","ASV720","Capnocytophaga leadbetteri"
"721","ASV721","Leptotrichia sp. HMT 221"
"722","ASV722","Actinomyces sp. HMT 414"
"723","ASV723","Prevotella sp. HMT 472"
"724","ASV724","Veillonella dispar"
"725","ASV725","Actinomyces sp. HMT 175"
"726","ASV726","Streptococcus oralis subsp. dentisani clade 058"
"727","ASV727","Prevotella baroniae"
"728","ASV728","Capnocytophaga leadbetteri"
"729","ASV729","Prevotella melaninogenica"
"730","ASV730","Prevotella melaninogenica"
"731","ASV731","Leptotrichia sp. HMT 217"
"732","ASV732","Prevotella pallens"
"733","ASV733","Alloprevotella sp. HMT 308"
"734","ASV734","Veillonella dispar"
"735","ASV735","Leptotrichia wadei"
"736","ASV736","Veillonella parvula"
"737","ASV737","Lachnospiraceae [G-3] bacterium HMT 100"
"738","ASV738","Prevotella sp. HMT 443"
"739","ASV739","Lachnoanaerobaculum saburreum"
"740","ASV740","Prevotella sp. HMT 305"
"741","ASV741","Leptotrichia hongkongensis"
"742","ASV742","Veillonella dispar"
"743","ASV743","Leptotrichia hofstadii"
"744","ASV744","Tannerella sp. HMT 808"
"745","ASV745","Veillonella parvula"
"746","ASV746","Leptotrichia sp. HMT 219"
"747","ASV747","Veillonella dispar"
"748","ASV748","Haemophilus parainfluenzae"
"749","ASV749","Lachnoanaerobaculum saburreum"
"750","ASV750","Neisseria elongata"
"751","ASV751","Haemophilus paraphrohaemolyticus"
"752","ASV752","Bacteroides heparinolyticus"
"753","ASV753","Capnocytophaga leadbetteri"
"754","ASV754","Prevotella histicola"
"755","ASV755","Veillonella sp. HMT 780"
"756","ASV756","Capnocytophaga granulosa"
"757","ASV757","Prevotella veroralis"
"758","ASV758","Leptotrichia hongkongensis"
"759","ASV759","Clostridiales [F-3][G-1] bacterium HMT 876"
"760","ASV760","Shuttleworthia satelles"
"761","ASV761","Ochrobactrum anthropi"
"762","ASV762","Actinomyces timonensis"
"763","ASV763","Prevotella oris"
"764","ASV764","Leptotrichia sp. HMT 417"
"765","ASV765","Leptotrichia sp. HMT 212"
"766","ASV766","Bacteroidetes [G-3] bacterium HMT 503"
"767","ASV767","Neisseria sp. HMT 018"
"768","ASV768","Prevotella sp. HMT 317"
"769","ASV769","Pseudomonas fluorescens"
"770","ASV770","Prevotella enoeca"
"771","ASV771","Leptotrichia sp. HMT 498"
"772","ASV772","Streptococcus oralis subsp. dentisani clade 058"
"773","ASV773","Fusobacterium sp. HMT 203"
"774","ASV774","Aggregatibacter sp. HMT 512"
"775","ASV775","Treponema sp. HMT 234"
"776","ASV776","Leptotrichia sp. HMT 212"
"777","ASV777","Cupriavidus gilardii"
"778","ASV778","Capnocytophaga sp. HMT 323"
"779","ASV779","Haemophilus parainfluenzae"
"780","ASV780","Tannerella sp. HMT 808"
"781","ASV781","Leptotrichia sp. HMT 223"
"782","ASV782","Absconditabacteria (SR1) [G-1] bacterium HMT 875"
"783","ASV783","Prevotella scopos"
"784","ASV784","Granulicatella adiacens"
"785","ASV785","Veillonellaceae [G-1] bacterium HMT 150"
"786","ASV786","Tannerella sp. HMT 808"
"787","ASV787","Fusobacterium sp. HMT 203"
"788","ASV788","Fusobacterium sp. HMT 203"
"789","ASV789","Veillonellaceae [G-1] bacterium HMT 150"
"790","ASV790","Fusobacterium nucleatum subsp. vincentii"
"791","ASV791","Oribacterium asaccharolyticum"
"792","ASV792","Veillonella sp. HMT 780"
"793","ASV793","Capnocytophaga sp. HMT 332"
"794","ASV794","Granulicatella elegans"
"795","ASV795","Veillonella sp. HMT 917"
"796","ASV796","Porphyromonas catoniae"
"797","ASV797","Lactobacillus fermentum"
"798","ASV798","Fusobacterium nucleatum subsp. animalis"
"799","ASV799","Veillonella dispar"
"800","ASV800","Aggregatibacter sp. HMT 512"
"801","ASV801","Eikenella corrodens"
"802","ASV802","Prevotella sp. HMT 300"
"803","ASV803","Capnocytophaga haemolytica"
"804","ASV804","Leptotrichia hongkongensis"
"805","ASV805","Neisseria oralis"
"806","ASV806","Fusobacterium nucleatum subsp. vincentii"
"807","ASV807","Capnocytophaga gingivalis"
"808","ASV808","Prevotella sp. HMT 306"
"809","ASV809","Ralstonia sp. HMT 406"
"810","ASV810","Fusobacterium nucleatum subsp. vincentii"
"811","ASV811","Capnocytophaga sp. HMT 336"
"812","ASV812","Fusobacterium periodonticum"
"813","ASV813","Prevotella multiformis"
"814","ASV814","Treponema sp. HMT 226"
"815","ASV815","Alloprevotella sp. HMT 308"
"816","ASV816","Fusobacterium sp. HMT 203"
"817","ASV817","Atopobium parvulum"
"818","ASV818","Prevotella pallens"
"819","ASV819","Veillonella sp. HMT 780"
"820","ASV820","Streptococcus oralis subsp. dentisani clade 058"
"821","ASV821","Fusobacterium sp. HMT 203"
"822","ASV822","Fusobacterium sp. HMT 248"
"823","ASV823","Veillonella dispar"
"824","ASV824","Capnocytophaga sputigena"
"825","ASV825","Streptococcus sanguinis"
"826","ASV826","Treponema sp. HMT 237"
"827","ASV827","Leptotrichia sp. HMT 417"
"828","ASV828","Saccharibacteria (TM7) [G-5] bacterium HMT 356"
"829","ASV829","Capnocytophaga sp. HMT 326"
"830","ASV830","Streptococcus salivarius"
"831","ASV831","Leptotrichia wadei"
"832","ASV832","Capnocytophaga sp. HMT 380"
"833","ASV833","Leptotrichia buccalis"
"834","ASV834","Tannerella sp. HMT 808"
"835","ASV835","Leptotrichia buccalis"
"836","ASV836","Veillonella dispar"
"837","ASV837","Prevotella sp. HMT 942"
"838","ASV838","Prevotella saccharolytica"
"839","ASV839","Fusobacterium nucleatum subsp. vincentii"
"840","ASV840","Lactobacillus salivarius"
"841","ASV841","Lachnospiraceae [G-3] bacterium HMT 100"
"842","ASV842","Veillonella dispar"
"843","ASV843","Peptostreptococcaceae [XI][G-7] bacterium HMT 081"
"844","ASV844","Cardiobacterium valvarum"
"845","ASV845","Neisseria elongata"
"846","ASV846","Leptotrichia sp. HMT 221"
"847","ASV847","Prevotella denticola"
"848","ASV848","Treponema sp. HMT 257"
"849","ASV849","Porphyromonas sp. HMT 278"
"850","ASV850","Streptococcus sp. HMT 056"
"851","ASV851","Tannerella sp. HMT 808"
"852","ASV852","Alloprevotella rava"
"853","ASV853","Prevotella denticola"
"854","ASV854","Treponema sp. HMT 927"
"855","ASV855","Bergeyella sp. HMT 907"
"856","ASV856","Neisseria sp. HMT 018"
"857","ASV857","Lachnospiraceae [G-2] bacterium HMT 088"
"858","ASV858","Neisseria flava"
"859","ASV859","Fusobacterium periodonticum"
"860","ASV860","Mycoplasma salivarium"
"861","ASV861","Erysipelotrichaceae [G-1] bacterium HMT 905"
"862","ASV862","Lachnospiraceae [G-3] bacterium HMT 100"
"863","ASV863","Veillonella dispar"
"864","ASV864","Capnocytophaga gingivalis"
"865","ASV865","Atopobium sp. HMT 199"
"866","ASV866","Anaeroglobus geminatus"
"867","ASV867","Veillonella dispar"
"868","ASV868","Leptotrichia sp. HMT 215"
"869","ASV869","Prevotella oris"
"870","ASV870","Veillonella dispar"
"871","ASV871","Alloprevotella sp. HMT 473"
"872","ASV872","Leptotrichia hofstadii"
"873","ASV873","Alloprevotella sp. HMT 914"
"874","ASV874","Prevotella melaninogenica"
"875","ASV875","Campylobacter rectus"
"876","ASV876","Haemophilus parainfluenzae"
"877","ASV877","Johnsonella sp. HMT 166"
"878","ASV878","Ruminococcaceae [G-1] bacterium HMT 075"
"879","ASV879","Alloprevotella sp. HMT 308"
"880","ASV880","Prevotella maculosa"
"881","ASV881","Capnocytophaga sputigena"
"882","ASV882","Capnocytophaga leadbetteri"
"883","ASV883","Haemophilus parainfluenzae"
"884","ASV884","Neisseria cinerea"
"885","ASV885","Prevotella sp. HMT 317"
"886","ASV886","Streptococcus oralis subsp. dentisani clade 058"
"887","ASV887","Lactobacillus oris"
"888","ASV888","Leptotrichia sp. HMT 221"
"889","ASV889","Veillonella denticariosi"
"890","ASV890","Haemophilus parainfluenzae"
"891","ASV891","Fusobacterium nucleatum subsp. animalis"
"892","ASV892","Treponema maltophilum"
"893","ASV893","Prevotella salivae"
"894","ASV894","Corynebacterium matruchotii"
"895","ASV895","Fusobacterium nucleatum subsp. vincentii"
"896","ASV896","Lachnospiraceae [G-3] bacterium HMT 100"
"897","ASV897","Neisseria oralis"
"898","ASV898","Bacteroides heparinolyticus"
"899","ASV899","Treponema sp. HMT 951"
"900","ASV900","Veillonella parvula"
"901","ASV901","Schaalia sp. HMT 877"
"902","ASV902","Treponema sp. HMT 258"
"903","ASV903","Catonella sp. HMT 451"
"904","ASV904","Porphyromonas sp. HMT 278"
"905","ASV905","Alloprevotella rava"
"906","ASV906","Bulleidia extructa"
"907","ASV907","Alloprevotella sp. HMT 473"
"908","ASV908","Actinomyces sp. HMT 448"
"909","ASV909","Prevotella nanceiensis"
"910","ASV910","Bergeyella sp. HMT 931"
"911","ASV911","Atopobium sp. HMT 199"
"912","ASV912","Streptococcus sanguinis"
"913","ASV913","Granulicatella elegans"
"914","ASV914","Leptotrichia sp. HMT 417"
"915","ASV915","Veillonella dispar"
"916","ASV916","Leptotrichia sp. HMT 417"
"917","ASV917","Leptotrichia sp. HMT 212"
"918","ASV918","Treponema socranskii"
"919","ASV919","Rhodocyclus sp. HMT 028"
"920","ASV920","Fusobacterium sp. HMT 203"
"921","ASV921","Butyrivibrio sp. HMT 080"
"922","ASV922","Granulicatella adiacens"
"923","ASV923","Treponema sp. HMT 264"
"924","ASV924","Gracilibacteria (GN02) [G-1] bacterium HMT 871"
"925","ASV925","Prevotella salivae"
"926","ASV926","Gemella sanguinis"
"927","ASV927","Capnocytophaga sp. HMT 326"
"928","ASV928","Haemophilus parainfluenzae"
"929","ASV929","Leptotrichia sp. HMT 498"
"930","ASV930","Veillonellaceae [G-1] bacterium HMT 155"
"931","ASV931","Prevotella veroralis"
"932","ASV932","Alloprevotella sp. HMT 308"
"933","ASV933","Prevotella melaninogenica"
"934","ASV934","Neisseria flava"
"935","ASV935","Fusobacterium hwasookii"
"936","ASV936","Veillonella sp. HMT 917"
"937","ASV937","Treponema vincentii"
"938","ASV938","Enterococcus faecalis"
"939","ASV939","Veillonella sp. HMT 780"
"940","ASV940","Veillonella parvula"
"941","ASV941","Veillonellaceae [G-1] bacterium HMT 150"
"942","ASV942","Prevotella maculosa"
"943","ASV943","Kingella sp. HMT 459"
"944","ASV944","Campylobacter gracilis"
"945","ASV945","Fusobacterium sp. HMT 203"
"946","ASV946","Fusobacterium nucleatum subsp. vincentii"
"947","ASV947","Veillonella dispar"
"948","ASV948","Eikenella corrodens"
"949","ASV949","Prevotella sp. HMT 292"
"950","ASV950","Haemophilus sp. HMT 036"
"951","ASV951","Stomatobaculum sp. HMT 910"
"952","ASV952","Porphyromonas sp. HMT 278"
"953","ASV953","Leptotrichia sp. HMT 417"
"954","ASV954","Leptotrichia sp. HMT 219"
"955","ASV955","Selenomonas sp. HMT 138"
"956","ASV956","Lachnoanaerobaculum umeaense"
"957","ASV957","Veillonella dispar"
"958","ASV958","Prevotella oris"
"959","ASV959","Prevotella histicola"
"960","ASV960","Fusobacterium sp. HMT 203"
"961","ASV961","Bacteroidetes [G-5] bacterium HMT 505"
"962","ASV962","Neisseria oralis"
"963","ASV963","Campylobacter gracilis"
"964","ASV964","Corynebacterium matruchotii"
"965","ASV965","Prevotella oralis"
"966","ASV966","Prevotella denticola"
"967","ASV967","Prevotella scopos"
"968","ASV968","Haemophilus parainfluenzae"
"969","ASV969","Prevotella enoeca"
"970","ASV970","Absconditabacteria (SR1) [G-1] bacterium HMT 874"
"971","ASV971","Prevotella veroralis"
"972","ASV972","Veillonella dispar"
"973","ASV973","Capnocytophaga sp. HMT 334"
"974","ASV974","Lachnospiraceae [G-2] bacterium HMT 096"
"975","ASV975","Actinomyces sp. HMT 175"
"976","ASV976","Streptococcus sp. HMT 056"
"977","ASV977","Dialister invisus"
"978","ASV978","Cardiobacterium valvarum"
"979","ASV979","Aggregatibacter sp. HMT 512"
"980","ASV980","Prevotella pallens"
"981","ASV981","Leptotrichia sp. HMT 218"
"982","ASV982","Neisseria flava"
"983","ASV983","Streptococcus oralis subsp. dentisani clade 058"
"984","ASV984","Lachnospiraceae [G-8] bacterium HMT 500"
"985","ASV985","Corynebacterium matruchotii"
"986","ASV986","Lautropia mirabilis"
"987","ASV987","Leptotrichia sp. HMT 223"
"988","ASV988","Dialister invisus"
"989","ASV989","Ruminococcaceae [G-1] bacterium HMT 075"
"990","ASV990","Streptococcus parasanguinis clade 411"
"991","ASV991","Veillonella sp. HMT 780"
"992","ASV992","Corynebacterium tuberculostearicum"
"993","ASV993","Fusobacterium periodonticum"
"994","ASV994","Bacteroidetes [G-5] bacterium HMT 505"
"995","ASV995","Aggregatibacter sp. HMT 512"
"996","ASV996","Bacteroidales [G-2] bacterium HMT 274"
"997","ASV997","Bergeyella sp. HMT 900"
"998","ASV998","Fusobacterium periodonticum"
"999","ASV999","Lachnoanaerobaculum saburreum"
"1000","ASV1000","Fusobacterium sp. HMT 203"
"1001","ASV1001","Bacteroidetes [G-5] bacterium HMT 505"
"1002","ASV1002","Moraxella sp. HMT 276"
"1003","ASV1003","Porphyromonas uenonis"
"1004","ASV1004","Capnocytophaga sp. HMT 380"
"1005","ASV1005","Capnocytophaga sputigena"
"1006","ASV1006","Aggregatibacter sp. HMT 512"
"1007","ASV1007","Selenomonas artemidis"
"1008","ASV1008","Veillonella dispar"
"1009","ASV1009","Neisseria cinerea"
"1010","ASV1010","Aggregatibacter sp. HMT 512"
"1011","ASV1011","Prevotella scopos"
"1012","ASV1012","Leptotrichia hongkongensis"
"1013","ASV1013","Fusobacterium sp. HMT 203"
"1014","ASV1014","Veillonella dispar"
"1015","ASV1015","Veillonella dispar"
"1016","ASV1016","Veillonella parvula"
"1017","ASV1017","Campylobacter concisus"
"1018","ASV1018","Neisseria cinerea"
"1019","ASV1019","Capnocytophaga sputigena"
"1020","ASV1020","Lachnospiraceae [G-2] bacterium HMT 096"
"1021","ASV1021","Prevotella sp. HMT 292"
"1022","ASV1022","Haemophilus parainfluenzae"
"1023","ASV1023","Fusobacterium periodonticum"
"1024","ASV1024","Actinomyces naeslundii"
"1025","ASV1025","Selenomonas sp. HMT 138"
"1026","ASV1026","Alloprevotella tannerae"
"1027","ASV1027","Bacteroidetes [G-5] bacterium HMT 505"
"1028","ASV1028","Veillonella dispar"
"1029","ASV1029","Acinetobacter lwoffii"
"1030","ASV1030","Capnocytophaga sp. HMT 335"
"1031","ASV1031","Fusobacterium hwasookii"
"1032","ASV1032","Leptotrichia sp. HMT 417"
"1033","ASV1033","Lautropia mirabilis"
"1034","ASV1034","Fusobacterium nucleatum subsp. vincentii"
"1035","ASV1035","Parvimonas micra"
"1036","ASV1036","Prevotella sp. HMT 292"
"1037","ASV1037","Treponema sp. HMT 230"
"1038","ASV1038","Veillonella dispar"
"1039","ASV1039","Prevotella denticola"
"1040","ASV1040","Treponema socranskii"
"1041","ASV1041","Prevotella sp. HMT 472"
"1042","ASV1042","Treponema sp. HMT 257"
"1043","ASV1043","Prevotella nanceiensis"
"1044","ASV1044","Veillonellaceae [G-1] bacterium HMT 155"
"1045","ASV1045","Saccharibacteria (TM7) [G-1] bacterium HMT 346"
"1046","ASV1046","Treponema vincentii"
"1047","ASV1047","Leptotrichia buccalis"
"1048","ASV1048","Veillonella parvula"
"1049","ASV1049","Veillonella parvula"
"1050","ASV1050","Neisseria cinerea"
"1051","ASV1051","Lachnospiraceae [G-3] bacterium HMT 100"
"1052","ASV1052","Gemella sanguinis"
"1053","ASV1053","Haemophilus sp. HMT 036"
"1054","ASV1054","Klebsiella pneumoniae"
"1055","ASV1055","Leptotrichia sp. HMT 212"
"1056","ASV1056","Prevotella saccharolytica"
"1057","ASV1057","Capnocytophaga sp. HMT 338"
"1058","ASV1058","Leptotrichia sp. HMT 392"
"1059","ASV1059","Prevotella fusca"
"1060","ASV1060","Prevotella nigrescens"
"1061","ASV1061","Fusobacterium sp. HMT 203"
"1062","ASV1062","Streptococcus parasanguinis clade 411"
"1063","ASV1063","Slackia exigua"
"1064","ASV1064","Kingella oralis"
"1065","ASV1065","Rothia dentocariosa"
"1066","ASV1066","Leptotrichia sp. HMT 223"
"1067","ASV1067","Prevotella sp. HMT 317"
"1068","ASV1068","Absconditabacteria (SR1) [G-1] bacterium HMT 874"
"1069","ASV1069","Paenibacillus sp. HMT 048"
"1070","ASV1070","Streptococcus oralis subsp. dentisani clade 058"
